price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,city,month_sold,age,is_renovated,years_since_reno,total_rooms,living_lot_ratio,has_basement,zipcode
645000.0,3.0,2.5,1740,13750,2.0,0,0,4,1740,0,1975,Bellevue,5,39,0,39,5.5,0.12653625190895207,0,98008
464000.0,5.0,2.5,3400,8970,1.0,0,0,4,1700,1700,1959,Shoreline,5,55,0,55,7.5,0.3789989967673615,1,98133
1050000.0,4.0,3.25,4400,16625,2.0,0,0,3,4400,0,2003,Sammamish,5,11,0,11,7.25,0.26464573559485144,0,98075
350000.0,3.0,2.5,2010,14298,2.0,0,0,3,2010,0,1977,Vashon,5,37,1,10,5.5,0.14056927057836213,0,98070
591000.0,4.0,2.25,2710,38180,2.0,0,0,4,2710,0,1977,Woodinville,5,37,0,37,6.25,0.07097771142714963,0,98077
2555000.0,4.0,2.5,5300,26211,2.0,1,2,2,4570,730,1923,Seattle,5,91,0,91,6.5,0.20219746680909506,1,98105
717000.0,3.0,1.5,1310,3880,1.0,0,0,3,1090,220,1956,Seattle,5,58,1,13,4.5,0.33754187065189384,1,98117
225000.0,4.0,1.5,1950,12559,1.5,0,0,3,1950,0,1939,SeaTac,5,75,1,45,5.5,0.1552547770700637,0,98188
225000.0,3.0,1.0,1040,6535,1.0,0,0,3,1040,0,1947,Seattle,5,67,1,2,4.0,0.1591187270501836,0,98168
345000.0,3.0,1.75,1090,7200,1.0,0,0,3,1090,0,1968,Kirkland,5,46,1,17,4.75,0.1513678655742258,0,98034
230000.0,2.0,0.75,650,5360,1.0,0,0,4,650,0,1931,Seattle,5,83,0,83,2.75,0.1212460361872785,0,98133
385000.0,3.0,2.0,1480,6600,1.0,0,2,3,740,740,1943,Seattle,5,71,1,12,5.0,0.22420845326465688,1,98146
90000.0,2.0,1.0,790,2640,1.0,0,0,3,790,0,1973,Kirkland,5,41,1,1,3.0,0.2991291177584248,0,98034
860000.0,4.0,2.5,3560,11119,1.0,0,2,3,2290,1270,1986,Bellevue,5,28,0,28,6.5,0.32014388489208634,1,98004
675000.0,4.0,2.5,3000,5548,2.0,0,0,3,3000,0,2006,Newcastle,5,8,0,8,6.5,0.5406379527842855,0,98056
975000.0,4.0,2.5,3490,7494,2.0,0,3,3,3490,0,2000,Bellevue,5,14,0,14,6.5,0.4656437625083389,0,98006
780000.0,3.0,1.75,2340,10495,1.0,0,0,4,2340,0,1967,Mercer Island,5,47,0,47,4.75,0.2229420731707317,0,98040
370000.0,3.0,1.75,1650,8254,1.0,0,0,5,1060,590,1951,Shoreline,5,63,0,63,4.75,0.19987886129618412,1,98155
665000.0,3.0,2.0,1940,5820,1.5,0,0,5,1150,790,1944,Seattle,5,70,0,70,5.0,0.3332760694038825,1,98107
675000.0,5.0,3.0,3410,9600,1.0,0,0,4,1870,1540,1968,Redmond,5,46,0,46,8.0,0.35517133631913345,1,98052
620000.0,3.0,1.0,1710,4050,1.5,0,0,3,1710,0,1909,Seattle,5,105,1,10,4.0,0.4221179955566527,0,98103
1105000.0,4.0,1.5,2740,4000,2.0,0,0,5,1930,810,1905,Seattle,5,109,0,109,5.5,0.6848287928017995,1,98109
450000.0,3.0,2.75,1250,892,2.0,0,0,3,1040,210,2010,Seattle,5,4,0,4,5.75,1.3997760358342666,1,98116
450000.0,3.0,2.25,2450,42180,1.0,0,0,4,2450,0,1978,Covington,5,36,1,14,5.25,0.058083023162087195,0,98042
530000.0,3.0,1.75,1690,8190,1.0,0,0,4,1690,0,1958,Bellevue,5,56,1,42,4.75,0.206324014161885,0,98005
635000.0,4.0,1.75,1950,13320,1.0,0,0,4,1370,580,1969,Bellevue,5,45,0,45,5.75,0.14638540650101345,1,98007
580000.0,5.0,2.0,2290,7125,1.0,0,0,3,1190,1100,1964,Bellevue,5,50,1,14,7.0,0.32135840583777714,1,98008
1550000.0,5.0,3.25,3370,17458,1.0,0,2,5,2000,1370,1982,Mercer Island,5,32,0,32,8.25,0.1930236554212727,1,98040
285000.0,3.0,1.0,1090,8640,1.0,0,0,4,1090,0,1973,Burien,5,41,0,41,4.0,0.12614280754542298,0,98166
375000.0,3.0,1.0,1190,9486,1.0,0,0,4,1190,0,1953,Normandy Park,5,61,1,31,4.0,0.12543480552334774,0,98166
1400000.0,5.0,4.25,3530,7924,2.0,0,0,3,3530,0,2001,Mercer Island,5,13,0,13,9.25,0.44542586750788643,0,98040
560000.0,3.0,1.0,1440,5000,2.0,0,0,3,1440,0,1910,Seattle,5,104,1,8,4.0,0.28794241151769645,0,98103
405000.0,4.0,1.75,2180,13529,1.0,0,0,3,1090,1090,1956,Lake Forest Park,5,58,1,13,5.75,0.16112342941611235,1,98155
413000.0,4.0,1.0,1410,6000,1.0,0,0,3,810,600,1925,Seattle,5,89,1,12,5.0,0.23496083986002333,1,98126
287600.0,3.0,2.5,1950,8251,2.0,0,0,3,1950,0,1990,Auburn,5,24,1,5,5.5,0.23630634997576344,0,98001
1680000.0,5.0,3.25,4860,23723,2.0,0,2,4,3820,1040,1989,Mercer Island,5,25,0,25,8.25,0.20485584218512898,1,98040
225000.0,3.0,1.0,1660,7210,1.0,0,0,3,1100,560,1963,Auburn,5,51,1,6,4.0,0.23020385522118986,1,98001
319000.0,3.0,1.0,1390,12823,1.0,0,0,4,1390,0,1968,Woodinville,5,46,0,46,4.0,0.10839051777916407,0,98077
322500.0,3.0,2.0,1350,14200,1.0,0,0,3,1350,0,1989,Duvall,5,25,0,25,5.0,0.09506372790648546,0,98019
570000.0,3.0,2.0,1530,5401,1.0,0,0,4,1530,0,1937,Seattle,5,77,0,77,5.0,0.28322843391336544,0,98115
465000.0,3.0,1.5,1270,5112,1.0,0,0,3,1270,0,1950,Seattle,5,64,1,9,4.5,0.24838646587130844,0,98115
435000.0,4.0,2.25,2140,6355,2.0,0,0,3,2140,0,2002,Snoqualmie,5,12,0,12,6.25,0.3366897419760856,0,98065
502000.0,4.0,2.5,2040,5616,2.0,0,0,3,2040,0,2012,Kenmore,5,2,1,102,6.5,0.3631831938757344,0,98028
525000.0,3.0,3.5,2876,5086,2.0,0,0,3,2360,516,2007,Woodinville,5,7,0,7,6.5,0.5653626892077845,1,98072
525000.0,3.0,2.5,1580,1161,2.0,0,0,3,1010,570,2008,Seattle,5,6,0,6,5.5,1.359724612736661,1,98112
660000.0,4.0,3.5,3400,5196,2.0,0,0,3,3400,0,2012,Snoqualmie,5,2,1,102,7.5,0.6542235905329998,0,98065
870000.0,4.0,2.5,3520,6773,2.5,0,0,3,2650,870,2006,Seattle,5,8,0,8,6.5,0.519633894301742,1,98136
650000.0,4.0,2.5,2210,4861,2.0,0,0,3,2210,0,2013,Seattle,5,1,1,91,6.5,0.45454545454545453,0,98117
505000.0,4.0,2.5,2790,5602,2.0,0,0,3,2790,0,2009,Renton,5,5,0,5,6.5,0.4979475281099411,0,98059
330000.0,3.0,2.5,1450,5008,1.0,0,0,3,840,610,2007,Seattle,5,7,0,7,5.5,0.2894789379117588,1,98106
385000.0,4.0,1.75,1620,4980,1.0,0,0,4,860,760,1947,Seattle,5,67,1,26,5.75,0.3252358964063441,1,98133
306000.0,3.0,1.5,1220,1086,3.0,0,0,3,1220,0,2007,Seattle,5,7,0,7,4.5,1.1223551057957681,0,98133
546000.0,3.0,1.75,2000,5000,1.0,0,0,4,1110,890,1921,Seattle,5,93,0,93,4.75,0.39992001599680066,1,98117
925000.0,4.0,2.5,2190,7350,2.5,0,0,5,2190,0,1958,Mercer Island,5,56,0,56,6.5,0.2979186505237383,0,98040
542000.0,4.0,1.75,1900,8250,1.0,0,0,4,950,950,1955,Bellevue,5,59,1,5,5.75,0.23027511816749485,1,98006
800000.0,3.0,1.0,1700,4400,1.5,0,0,4,1700,0,1906,Seattle,5,108,1,24,4.0,0.3862758463985458,0,98122
620000.0,5.0,2.5,2540,3832,2.0,0,0,5,1760,780,1929,Seattle,5,85,0,85,7.5,0.6626663188103313,1,98117
175000.0,2.0,1.0,1170,8925,1.0,0,2,3,1170,0,1911,Des Moines,5,103,1,35,3.0,0.13107775039211292,0,98198
740000.0,5.0,5.0,5774,31675,1.0,0,2,3,4490,1284,1984,Federal Way,5,30,0,30,10.0,0.18228311655512058,1,98003
345000.0,3.0,2.25,2120,15003,2.0,0,0,3,2120,0,1984,Renton,5,30,0,30,5.25,0.14129565449213544,0,98059
510000.0,3.0,1.75,2170,26460,1.0,0,0,3,1450,720,1986,Sammamish,5,28,0,28,4.75,0.08200748271040399,1,98074
530000.0,4.0,2.75,2450,15002,1.0,0,0,5,2450,0,1974,Normandy Park,5,40,0,40,6.75,0.1633006731986936,0,98166
155000.0,2.0,1.0,700,5200,1.0,0,0,5,700,0,1952,Renton,5,62,1,16,3.0,0.13458950201884254,0,98056
266000.0,3.0,2.5,1780,7214,1.0,0,0,4,1400,380,1986,Kent,5,28,0,28,5.5,0.2467082467082467,1,98030
257200.0,3.0,2.0,1850,8250,1.0,0,0,4,1150,700,1952,Auburn,5,62,0,62,5.0,0.2242152466367713,1,98002
265000.0,3.0,2.0,1570,5706,1.0,0,0,3,1570,0,1998,Auburn,5,16,1,8,5.0,0.2751007534606623,0,98092
372220.0,3.0,1.0,1290,5500,1.0,0,0,3,980,310,1951,Seattle,5,63,1,20,4.0,0.23450281766951464,1,98136
337500.0,5.0,2.0,1700,7314,1.0,0,0,3,1000,700,1956,Seattle,5,58,1,13,7.0,0.23239917976760083,1,98108
582500.0,2.0,1.5,1159,4800,1.0,0,0,3,1159,0,1948,Seattle,5,66,1,20,3.5,0.2414080399916684,0,98199
489200.0,3.0,2.75,1850,9600,1.5,0,0,5,1850,0,1965,Kirkland,5,49,0,49,5.75,0.19268826163941255,0,98034
405100.0,2.0,1.0,840,3522,1.0,0,0,3,840,0,1947,Seattle,5,67,1,2,3.0,0.23843315356230485,0,98199
372977.0,3.0,2.5,1690,1618,2.0,0,0,3,1150,540,2014,Issaquah,5,0,0,0,5.5,1.0438542310067944,1,98029
310000.0,3.0,1.0,1050,9876,1.0,0,0,3,1050,0,1953,Kenmore,5,61,0,61,4.0,0.10630758327427356,0,98028
538000.0,3.0,1.75,1400,3825,1.5,0,0,4,1100,300,1904,Seattle,5,110,0,110,4.75,0.36591740721380034,1,98117
1400000.0,3.0,2.5,2550,7200,2.0,0,2,3,2550,0,1981,Seattle,5,33,1,1,5.5,0.3541174836828218,0,98144
317000.0,3.0,2.5,1840,5011,2.0,0,0,3,1840,0,2012,Maple Valley,5,2,1,102,5.5,0.3671189146049481,0,98038
702500.0,3.0,1.5,2360,6750,2.0,0,0,5,1930,430,1926,Seattle,5,88,0,88,4.5,0.3495778403199526,1,98103
565000.0,4.0,2.5,2240,14667,2.0,0,0,4,2240,0,1989,Newcastle,5,25,0,25,6.5,0.1527133896918462,0,98059
723000.0,4.0,2.5,2700,4004,2.0,0,0,3,2700,0,2004,Issaquah,5,10,1,11,6.5,0.6741573033707865,0,98029
766950.0,3.0,2.5,3030,30007,1.5,0,0,4,3030,0,1992,Woodinville,5,22,0,22,5.5,0.10097307384697414,0,98077
682000.0,3.0,1.75,1830,5120,1.5,0,2,5,1830,0,1903,Seattle,5,111,0,111,4.75,0.35735207967193905,0,98122
325000.0,3.0,2.5,2220,6049,2.0,0,0,4,2220,0,1990,Kent,5,24,0,24,5.5,0.3669421487603306,0,98031
543000.0,3.0,2.5,2090,7640,1.0,0,0,3,1360,730,1962,Shoreline,5,52,1,0,5.5,0.2735244078000262,1,98133
525000.0,3.0,1.75,1600,6120,1.5,0,0,3,1600,0,1924,Seattle,5,90,1,3,4.75,0.26139519686325763,0,98115
364000.0,4.0,1.75,2010,8625,1.0,0,0,4,1340,670,1957,Shoreline,5,57,1,13,5.75,0.23301646185949454,1,98133
394475.0,2.0,1.0,830,4000,1.0,0,0,3,830,0,1955,Seattle,5,59,1,9,3.0,0.20744813796550862,0,98117
316000.0,4.0,2.5,2010,7226,2.0,0,0,3,2010,0,1995,Auburn,5,19,0,19,6.5,0.27812370278123705,0,98092
339950.0,3.0,1.0,1050,5402,1.5,0,0,4,1050,0,1906,Seattle,5,108,1,24,4.0,0.1943364797334814,0,98144
486000.0,4.0,2.5,2150,39449,1.0,0,0,3,1420,730,1978,Fall City,5,36,0,36,6.5,0.05449936628643853,1,98024
160000.0,3.0,1.0,860,11900,1.0,0,0,4,860,0,1963,Kent,5,51,0,51,4.0,0.07226283505587766,0,98030
930000.0,3.0,2.5,3100,20553,1.0,0,0,3,3100,0,1954,Shoreline,5,60,1,9,5.5,0.150822224384548,0,98177
139000.0,3.0,1.0,1100,17334,1.0,0,0,3,1100,0,1978,Auburn,5,36,0,36,4.0,0.06345543697721373,0,98001
562000.0,3.0,1.5,1830,8000,1.0,0,0,4,1830,0,1957,Bellevue,5,57,1,13,4.5,0.22872140982377204,0,98008
299000.0,2.0,1.75,1250,34395,1.0,0,0,4,1250,0,1950,Federal Way,5,64,1,31,3.75,0.036341435050587276,0,98003
511000.0,3.0,2.5,1820,4883,2.0,0,0,3,1820,0,2005,Kenmore,5,9,0,9,5.5,0.3726453726453726,0,98028
499000.0,3.0,2.0,2090,42689,1.5,0,0,3,2090,0,1959,Ravensdale,5,55,1,16,5.0,0.04895760131178262,0,98051
356000.0,3.0,3.5,2100,12384,2.0,0,0,3,2100,0,1980,Tukwila,5,34,0,34,6.5,0.16955995155429957,0,98168
470000.0,4.0,2.5,2310,14023,2.0,0,0,3,2310,0,1991,Duvall,5,23,0,23,6.5,0.16471762692527098,0,98019
715000.0,4.0,2.25,2060,5649,1.0,0,0,5,1360,700,1941,Seattle,5,73,0,73,6.25,0.36460176991150445,1,98199
1120000.0,4.0,2.25,4470,60373,2.0,0,0,3,4470,0,1988,Woodinville,5,26,1,14,6.25,0.07403849339119488,0,98072
458000.0,3.0,1.0,1660,7500,1.0,0,0,4,1060,600,1940,Seattle,5,74,1,13,4.0,0.22130382615651248,1,98125
966000.0,5.0,4.5,3810,8019,2.0,0,0,3,3810,0,2008,Sammamish,5,6,0,6,9.5,0.47506234413965087,0,98075
305495.0,3.0,1.75,2110,10200,2.0,0,0,4,2110,0,1966,Renton,5,48,0,48,4.75,0.20684246642486032,0,98059
543000.0,2.0,2.0,2370,217800,1.5,0,0,3,1600,770,1992,Issaquah,5,22,0,22,4.0,0.010881492738784486,1,98027
340000.0,3.0,2.25,1970,3716,2.0,0,0,3,1970,0,1997,Renton,5,17,0,17,5.25,0.5299973096583266,0,98056
633100.0,4.0,2.5,2470,33305,2.0,0,0,3,2470,0,1993,Redmond,5,21,0,21,6.5,0.0741608118657299,0,98053
310000.0,3.0,1.0,1480,7830,1.0,0,0,3,1480,0,1952,Shoreline,5,62,1,6,4.0,0.18899246584088877,0,98133
349950.0,5.0,3.0,2257,10117,1.0,0,0,3,1363,894,2005,SeaTac,5,9,0,9,8.0,0.2230677999604665,1,98188
267800.0,2.0,1.0,700,6000,1.0,0,0,4,700,0,1949,Shoreline,5,65,1,29,3.0,0.11664722546242293,0,98155
234000.0,4.0,2.0,1630,9010,1.0,0,0,4,1050,580,1975,Auburn,5,39,0,39,6.0,0.18089002330484963,1,98092
740000.0,4.0,2.5,3430,10157,2.0,0,0,3,3430,0,2000,Kirkland,5,14,0,14,6.5,0.337664894664304,0,98034
607500.0,5.0,1.75,2220,6000,1.5,0,0,3,1420,800,1923,Seattle,5,91,1,16,6.75,0.3699383436093984,1,98199
223000.0,3.0,1.75,1340,7473,1.0,0,0,4,1340,0,1973,Auburn,5,41,0,41,4.75,0.1792881990901793,0,98002
400000.0,2.0,1.0,980,2130,1.0,0,0,4,860,120,1918,Seattle,5,96,1,40,3.0,0.45987799155326137,1,98117
802000.0,3.0,2.5,2580,13096,2.0,0,0,3,2580,0,1986,Redmond,5,28,0,28,5.5,0.19699167748339313,0,98052
253000.0,4.0,2.5,2230,4541,2.0,0,0,3,2230,0,2006,Covington,5,8,0,8,6.5,0.4909731395860854,0,98042
1058000.0,4.0,2.0,2290,11137,1.0,0,0,4,2290,0,1955,Bellevue,5,59,1,5,6.0,0.20560244209014186,0,98004
300000.0,3.0,1.0,1260,8280,1.0,0,0,3,1260,0,1946,Seattle,5,68,0,68,4.0,0.1521555367709214,0,98115
625000.0,4.0,2.75,1680,11180,1.0,0,0,4,1680,0,1966,Redmond,5,48,0,48,6.75,0.15025489669975853,0,98052
707000.0,4.0,3.25,3200,7081,2.0,0,0,3,3200,0,2004,Sammamish,5,10,1,11,7.25,0.451849759954815,0,98075
950000.0,4.0,2.5,3320,7644,2.0,0,0,3,3320,0,1995,Bellevue,5,19,0,19,6.5,0.434270765206017,0,98006
420000.0,4.0,2.5,3040,24123,2.0,0,0,3,3040,0,1999,Auburn,5,15,0,15,6.5,0.12601558613828553,0,98092
498000.0,4.0,2.75,2270,7375,1.0,0,0,4,1290,980,1973,Kirkland,5,41,0,41,6.75,0.30775488069414314,1,98034
450000.0,3.0,2.5,2910,17172,2.0,0,0,3,2910,0,1989,Federal Way,5,25,0,25,5.5,0.16945204681767892,0,98003
955000.0,5.0,2.25,2510,9887,2.0,0,0,3,2510,0,1972,Mercer Island,5,42,1,12,7.25,0.2538430420711974,0,98040
215000.0,2.0,1.0,1240,7200,1.0,0,0,3,1240,0,1967,Tukwila,5,47,1,3,3.0,0.17219830579086237,0,98168
437000.0,3.0,2.75,2580,5200,2.0,0,0,3,2580,0,2008,Renton,5,6,0,6,5.75,0.4960584502980196,0,98059
773000.0,3.0,2.75,2470,3600,2.0,0,0,3,2470,0,2007,Issaquah,5,7,0,7,5.75,0.6859205776173285,0,98029
1222500.0,4.0,3.5,4910,9444,1.5,0,0,3,3110,1800,2007,Sammamish,5,7,0,7,7.5,0.5198517734250926,1,98074
256883.0,3.0,2.5,1690,5025,2.0,0,0,3,1690,0,2003,Federal Way,5,11,0,11,5.5,0.33625149224035017,0,98023
592500.0,4.0,2.5,2240,12032,1.0,0,0,3,2240,0,1983,Sammamish,5,31,1,5,6.5,0.18615474112856312,0,98074
252350.0,3.0,2.0,1650,7352,1.0,0,0,3,1160,490,1979,Renton,5,35,1,0,5.0,0.22439820481436148,1,98058
370000.0,4.0,2.5,2710,5880,2.0,0,0,3,2710,0,1998,Auburn,5,16,1,8,6.5,0.46080598537663664,0,98092
465750.0,3.0,1.5,1260,10350,1.0,0,0,3,1260,0,1959,Bellevue,5,55,1,25,4.5,0.121727369336296,0,98008
185000.0,3.0,1.0,1150,8100,1.0,0,0,3,1150,0,1932,Seattle,5,82,0,82,4.0,0.14195778298975434,0,98168
582800.0,4.0,2.75,2550,7636,1.0,0,0,3,1440,1110,1986,Sammamish,5,28,0,28,6.75,0.33390074636637423,1,98074
245000.0,3.0,1.75,1490,6930,1.0,0,0,4,1490,0,1990,Kent,5,24,0,24,4.75,0.21497619391141248,0,98030
302000.0,4.0,1.75,2020,7865,1.0,0,0,4,1010,1010,1963,Renton,5,51,0,51,5.75,0.2568014238494788,1,98059
451555.0,2.0,1.0,1320,4520,1.0,0,1,3,1320,0,1912,Seattle,5,102,1,43,3.0,0.291970802919708,0,98116
250000.0,3.0,1.0,1230,10350,1.0,0,0,4,1230,0,1957,Renton,5,57,1,13,4.0,0.11882909863781277,0,98055
255000.0,4.0,2.5,2070,7800,2.0,0,0,3,2070,0,1989,Federal Way,5,25,0,25,6.5,0.26535059607742595,0,98003
840000.0,4.0,1.75,2930,11562,1.0,0,3,3,1670,1260,1947,Seattle,5,67,1,2,5.75,0.25339444780766235,1,98117
190000.0,3.0,1.0,1090,8520,1.0,0,0,3,1090,0,1967,Federal Way,5,47,1,3,4.0,0.12791925830301606,0,98003
349950.0,3.0,1.0,1400,7066,1.0,0,0,3,1400,0,1957,Seattle,5,57,1,14,4.0,0.19810386302532898,0,98125
613000.0,4.0,2.0,1550,4815,1.5,0,0,3,1550,0,1909,Seattle,5,105,1,10,6.0,0.321843853820598,0,98103
300000.0,3.0,1.0,1220,13000,1.0,0,0,4,1220,0,1955,Shoreline,5,59,1,5,4.0,0.09383893546650257,0,98133
455000.0,3.0,2.5,1870,7344,1.0,0,0,3,1470,400,1980,Kirkland,5,34,0,34,5.5,0.2545949625595643,1,98034
335000.0,3.0,2.25,2150,30476,2.0,0,0,3,2150,0,1991,Tukwila,5,23,0,23,5.25,0.07054500114840699,0,98188
197500.0,3.0,1.0,980,3090,1.5,0,0,3,980,0,1903,Seattle,5,111,1,9,4.0,0.3170494985441605,0,98118
412500.0,3.0,1.5,1490,8475,1.0,0,0,4,1490,0,1963,Redmond,5,51,0,51,4.5,0.17579046720151015,0,98052
395300.0,3.0,1.5,1120,7000,1.0,0,0,3,1120,0,1955,Bellevue,5,59,1,9,4.5,0.15997714612198258,0,98007
342400.0,3.0,2.25,1180,9630,2.0,0,0,3,1180,0,1986,Kenmore,5,28,0,28,5.25,0.12252102585401309,0,98028
749400.0,4.0,2.5,3240,20301,2.0,0,0,3,3240,0,1985,Redmond,5,29,0,29,6.5,0.15959018815880208,0,98052
316500.0,4.0,2.5,2150,6807,2.0,0,0,4,2150,0,1991,Kent,5,23,0,23,6.5,0.31580493537015275,0,98031
390000.0,3.0,2.5,2240,10800,2.0,0,0,3,2240,0,1996,Kenmore,5,18,0,18,5.5,0.20738820479585224,0,98028
225000.0,3.0,2.0,1400,7384,1.0,0,0,3,1150,250,1979,Renton,5,35,1,0,5.0,0.1895734597156398,1,98058
550000.0,3.0,2.25,1980,40887,1.0,0,0,4,1980,0,1980,Redmond,5,34,0,34,5.25,0.04842496576012522,0,98053
280000.0,3.0,1.0,1330,20562,1.5,0,0,3,1330,0,1959,North Bend,5,55,1,25,4.0,0.0646792783154209,0,98045
1255000.0,4.0,2.5,3200,7535,2.0,0,0,3,3200,0,2006,Seattle,5,8,0,8,6.5,0.42462845010615713,0,98105
575000.0,2.0,1.0,1490,6000,1.0,0,0,3,1090,400,1946,Seattle,5,68,0,68,3.0,0.24829195134144308,1,98112
1000000.0,5.0,4.25,3920,16258,2.0,0,0,3,2900,1020,1990,Bellevue,5,24,1,5,9.25,0.24109723845254935,1,98004
585000.0,5.0,1.75,2000,3750,2.0,0,0,4,2000,0,1921,Seattle,5,93,0,93,6.75,0.5331911490269261,0,98103
620000.0,4.0,2.5,2680,9185,2.0,0,0,3,2680,0,1989,Issaquah,5,25,0,25,6.5,0.2917483126496843,0,98029
204700.0,4.0,2.0,1670,9987,1.0,0,0,3,1670,0,1967,Auburn,5,47,1,3,6.0,0.16720064076892271,0,98001
695000.0,4.0,3.0,3150,9130,2.0,0,0,3,3150,0,2001,Sammamish,5,13,0,13,7.0,0.34497864417916985,0,98075
689900.0,4.0,3.25,2740,7266,2.0,0,0,3,2060,680,2003,Issaquah,5,11,0,11,7.25,0.37704692445300675,1,98027
375000.0,4.0,1.75,1890,8000,1.0,0,0,4,1250,640,1960,Shoreline,5,54,1,13,5.75,0.23622047244094488,1,98133
475000.0,7.0,3.5,2870,29699,1.0,0,0,3,1520,1350,1961,Seattle,5,53,1,10,10.5,0.09663299663299663,1,98125
215000.0,3.0,1.0,1160,10384,1.0,0,0,4,1160,0,1969,Maple Valley,5,45,0,45,4.0,0.11169956668271545,0,98038
2100000.0,4.0,1.75,3550,19865,2.0,0,0,3,3550,0,1962,Medina,5,52,1,12,5.75,0.17869727172052755,0,98039
790000.0,3.0,1.75,1790,6117,1.0,0,2,3,1350,440,1940,Seattle,5,74,1,18,4.75,0.29257927427263813,1,98199
350000.0,3.0,1.75,1680,250470,1.0,0,0,4,1070,610,1940,Duvall,5,74,1,13,4.75,0.006707363327491007,1,98019
695000.0,3.0,2.5,4560,17622,2.0,0,0,4,3800,760,1986,Sammamish,5,28,0,28,5.5,0.25875276627134997,1,98074
263000.0,3.0,2.25,1590,7748,2.0,0,0,4,1590,0,1991,Federal Way,5,23,0,23,5.25,0.20518776616337592,0,98003
400000.0,3.0,1.0,1630,10304,1.0,0,0,5,1630,0,1953,Shoreline,5,61,0,61,4.0,0.15817564289180008,0,98155
525000.0,3.0,2.5,2700,7434,2.0,0,0,3,2700,0,1991,Woodinville,5,23,0,23,5.5,0.36314727639542704,0,98072
349950.0,3.0,2.5,1700,7496,2.0,0,0,3,1700,0,1994,Renton,5,20,0,20,5.5,0.22675736961451248,0,98055
1085000.0,4.0,3.25,3740,12080,1.0,0,0,3,2000,1740,1988,Woodinville,5,26,1,14,7.25,0.3095770217697211,1,98077
744000.0,4.0,3.0,1980,5352,2.5,0,0,3,1980,0,1941,Seattle,5,73,1,9,7.0,0.36988604520829443,0,98136
312500.0,2.0,1.0,880,6345,1.0,0,0,3,880,0,1919,Seattle,5,95,1,13,3.0,0.138670028364324,0,98106
240000.0,3.0,2.0,1400,6200,1.0,0,0,3,700,700,1948,Shoreline,5,66,1,20,5.0,0.2257700370907918,1,98133
495000.0,4.0,2.0,2050,4000,1.5,0,0,5,1210,840,1941,Seattle,5,73,0,73,6.0,0.5123719070232442,1,98144
580050.0,3.0,2.5,2360,4638,2.0,0,3,3,2360,0,1996,Seattle,5,18,0,18,5.5,0.5087303298124596,0,98115
640000.0,4.0,2.0,2560,7798,1.0,0,0,4,1890,670,1947,Seattle,5,67,1,26,6.0,0.32824721118092065,1,98115
417000.0,3.0,1.5,1340,10224,1.0,0,0,4,1340,0,1956,Bellevue,5,58,0,58,4.5,0.1310513447432763,0,98006
174950.0,3.0,1.0,1060,5200,1.0,0,0,5,1060,0,1970,Covington,5,44,0,44,4.0,0.20380696019996156,0,98042
295000.0,3.0,1.5,850,2500,1.0,0,0,3,850,0,1986,Seattle,5,28,0,28,4.5,0.3398640543782487,0,98106
423000.0,4.0,1.75,1880,7303,1.0,0,0,3,1010,870,1976,Kirkland,5,38,0,38,5.75,0.2573932092004381,1,98034
839000.0,3.0,1.0,1230,12305,1.0,0,0,3,1230,0,1955,Bellevue,5,59,1,24,4.0,0.09995124329595319,0,98004
343000.0,4.0,1.75,2290,10290,1.0,0,0,3,1340,950,1960,Seattle,5,54,1,2,5.75,0.22252453600233213,1,98146
467000.0,3.0,1.0,1660,6582,1.0,0,0,5,1000,660,1946,Seattle,5,68,0,68,4.0,0.2521646665653957,1,98133
512500.0,3.0,2.5,1840,2875,2.0,0,0,4,1840,0,1997,Seattle,5,17,0,17,5.5,0.6397774687065368,0,98116
575000.0,4.0,2.5,3020,17810,1.0,0,0,3,1600,1420,1979,Lake Forest Park,5,35,1,0,6.5,0.16955813822918422,1,98155
465000.0,3.0,1.75,1410,6886,1.0,0,0,3,1410,0,1924,Seattle,5,90,1,1,4.75,0.2047335559750254,0,98133
270000.0,3.0,1.0,1010,9514,1.0,0,0,3,1010,0,1969,Renton,5,45,1,4,4.0,0.10614818707304256,0,98059
340000.0,3.0,1.75,1960,8136,1.0,0,0,3,980,980,1948,Seattle,5,66,1,20,4.75,0.240875015361927,1,98106
765000.0,5.0,3.75,3580,14275,2.0,0,0,3,3190,390,1999,Issaquah,5,15,0,15,8.75,0.2507705239562903,1,98027
497000.0,4.0,2.5,2240,7200,2.0,0,0,3,2240,0,1995,Seattle,5,19,0,19,6.5,0.31106790723510624,0,98118
803100.0,4.0,2.5,3310,5404,2.0,0,0,3,3310,0,2004,Redmond,5,10,1,11,6.5,0.6123959296947271,0,98052
344000.0,3.0,2.5,1232,1130,3.0,0,0,3,1232,0,2007,Seattle,5,7,0,7,5.5,1.0893015030946065,0,98125
828950.0,4.0,3.5,3930,5680,2.0,0,1,3,2820,1110,2013,Issaquah,5,1,1,91,7.5,0.6917796162647422,1,98027
386380.0,3.0,2.5,1720,3600,2.0,0,0,3,1720,0,2010,Redmond,5,4,0,4,5.5,0.4776450985837267,0,98053
312000.0,3.0,2.25,1490,974,2.0,0,0,3,1220,270,2009,Seattle,5,5,0,5,5.25,1.528205128205128,1,98106
